transaction_id,customer_age,sender_country,recipient_country,risk_segment,account_age_days,account_balance,avg_transaction_amount,transaction_amount,transaction_type,device_type,previous_failed_attempts,transactions_last_24h,days_since_last_transaction,time_by_greenwich,is_fraud
218,62,Russia,Russia,medium,201,4404.83,1928.47,3400.78,online_transfer,mobile,0,2,59,2026-01-01 15:41:04,0
219,21,UAE,Kazakhstan,high,2676,13524.74,1099.39,880.07,bill_payment,pos_terminal,0,3,26,2026-01-01 19:58:25,0
220,66,UAE,Turkey,low,2880,32619.31,1535.76,2960.49,online_transfer,desktop,0,1,25,2026-01-01 15:42:58,0
221,43,Russia,Russia,medium,3615,92166.3,2752.94,4349.26,cash_withdrawal,mobile,0,4,23,2026-01-01 15:40:02,0
222,53,Germany,Russia,low,3111,9583.39,1821.91,3085.49,bill_payment,desktop,0,3,8,2026-01-01 03:55:42,0
223,68,Russia,Kazakhstan,low,1755,33101.48,1563.12,2613.3,card_payment,mobile,2,2,38,2026-01-01 12:30:05,0
224,29,Russia,China,low,3475,56529.83,911.95,1540.64,card_payment,mobile,1,3,21,2026-01-01 17:42:20,0
225,25,Russia,Russia,low,1630,43677.82,1035.41,529.39,card_payment,mobile,1,3,44,2026-01-01 04:30:49,0
226,32,China,Russia,low,545,12252.8,506.31,269.92,crypto_transfer,mobile,1,1,7,2026-01-01 22:08:13,0
227,48,Germany,Russia,medium,1260,22057.0,1177.49,5823.94,bill_payment,atm,0,3,54,2026-01-01 20:36:46,0
228,45,Russia,Kazakhstan,low,3569,40149.48,1079.98,2404.51,online_transfer,pos_terminal,0,3,31,2026-01-01 07:31:24,0
229,59,Russia,Russia,medium,3111,45320.66,2680.7,8354.62,bill_payment,mobile,0,2,37,2026-01-01 14:46:56,0
230,54,Kazakhstan,China,medium,214,73126.5,1379.29,360.86,card_payment,atm,1,2,21,2026-01-01 00:05:29,0
231,59,Germany,Russia,low,3530,27371.43,1904.07,636.98,card_payment,desktop,0,3,4,2026-01-01 21:24:57,0
232,59,Kazakhstan,Russia,low,315,12470.22,1353.6,1641.54,online_transfer,mobile,2,6,1,2026-01-01 20:30:03,0
233,23,Russia,Kazakhstan,low,1817,35190.62,783.35,558.68,card_payment,pos_terminal,1,3,22,2026-01-01 07:23:09,0
234,48,China,Unknown,low,3490,35574.62,753.5,42420.1,card_payment,pos_terminal,0,4,10,2026-01-01 06:40:34,0
235,69,Kazakhstan,UAE,low,1564,8653.83,1585.43,4269.06,cash_withdrawal,pos_terminal,0,5,44,2026-01-01 08:58:59,0
236,56,Turkey,Russia,low,944,55586.96,715.69,904.95,card_payment,mobile,1,2,15,2026-01-01 06:17:09,0
237,41,Russia,China,medium,3247,53556.78,1765.53,1459.86,cash_withdrawal,mobile,1,6,1,2026-01-01 06:20:37,0
238,69,Russia,Russia,low,402,54884.95,774.48,2586.05,card_payment,mobile,1,2,48,2026-01-01 11:23:31,0
239,24,Russia,Russia,low,2896,15403.33,3287.74,1938.19,crypto_transfer,atm,0,2,12,2026-01-01 15:59:39,0
240,34,Russia,Unknown,low,1170,79841.73,369.38,391.63,cash_withdrawal,mobile,0,2,7,2026-01-01 19:42:53,0
241,68,Russia,UAE,medium,3302,8611.31,613.77,150.13,online_transfer,pos_terminal,1,3,42,2026-01-01 14:52:55,0
242,34,Russia,Russia,medium,1261,26966.6,2640.06,28682.67,card_payment,mobile,0,0,32,2026-01-01 15:45:40,0
243,29,Germany,Kazakhstan,low,819,48417.71,855.68,710.07,bill_payment,pos_terminal,0,4,26,2026-01-01 21:39:13,0
244,41,Russia,Kazakhstan,medium,2298,19969.14,2251.33,3191.44,card_payment,pos_terminal,0,1,50,2026-01-01 03:02:44,0
245,32,UAE,Russia,low,2271,42570.15,2917.47,1038.8,card_payment,atm,1,3,53,2026-01-01 08:28:23,0
246,57,Kazakhstan,UAE,medium,3223,11838.08,3937.53,10368.86,card_payment,desktop,0,2,7,2026-01-01 13:36:38,0
247,57,Germany,Russia,low,2110,6607.71,1932.89,1565.54,bill_payment,mobile,0,6,10,2026-01-01 00:11:12,0
248,33,Russia,Russia,low,2408,15457.57,1391.08,4927.04,bill_payment,pos_terminal,2,0,36,2026-01-01 18:54:51,0
249,68,China,Unknown,high,196,15328.1,1038.46,1625.57,bill_payment,desktop,0,3,35,2026-01-01 21:09:54,0
250,51,Russia,Unknown,high,2008,28398.28,934.06,469.12,cash_withdrawal,atm,1,1,36,2026-01-01 06:09:05,0
251,20,Turkey,Russia,low,1701,25607.92,4340.84,17555.68,card_payment,atm,0,3,34,2026-01-01 10:22:26,0
252,29,Germany,Turkey,low,2101,35230.75,605.58,1159.02,bill_payment,pos_terminal,0,4,35,2026-01-01 16:24:23,0
253,42,Turkey,Russia,high,2772,28852.26,2453.76,37656.01,card_payment,desktop,0,1,2,2026-01-01 00:07:22,0
254,50,Russia,Russia,medium,2361,40923.27,1691.31,601.04,card_payment,pos_terminal,0,5,35,2026-01-01 06:39:38,0
255,37,Russia,Kazakhstan,low,1695,13639.19,258.44,133.65,card_payment,mobile,0,3,43,2026-01-01 09:17:19,0
256,62,China,UAE,low,1122,8724.06,2526.48,932.37,card_payment,atm,0,5,49,2026-01-01 22:00:16,0
257,39,UAE,Russia,low,547,58804.57,1023.44,3256.86,cash_withdrawal,mobile,1,2,10,2026-01-01 01:14:51,0
258,70,Russia,Turkey,low,2887,18707.89,818.44,1008.98,card_payment,mobile,0,1,59,2026-01-01 13:19:08,0
259,56,Russia,Kazakhstan,medium,584,55620.05,476.12,734.39,card_payment,mobile,0,2,28,2026-01-01 01:49:26,0
260,33,Russia,Turkey,low,1673,6008.25,849.41,3336.63,online_transfer,desktop,1,6,19,2026-01-01 10:38:21,0
261,26,Turkey,Russia,medium,1559,46789.65,1341.1,585.36,card_payment,mobile,0,3,11,2026-01-01 20:37:10,0
262,18,Russia,Russia,medium,1850,67748.15,2757.71,2614.17,card_payment,mobile,1,5,46,2026-01-01 13:25:07,0
263,64,Turkey,Russia,medium,2784,16876.4,1698.15,4176.48,bill_payment,mobile,0,3,49,2026-01-01 02:00:11,0
264,20,Russia,Russia,low,740,19511.8,1693.48,23437.66,card_payment,mobile,0,3,22,2026-01-01 04:21:22,0
265,28,Russia,Russia,low,1567,15231.95,1706.64,3152.54,cash_withdrawal,atm,0,3,41,2026-01-01 03:09:43,0
266,24,Kazakhstan,Russia,low,3637,42142.19,2838.56,1822.71,online_transfer,mobile,0,0,19,2026-01-01 03:03:41,0
267,39,Russia,Turkey,low,1713,72976.98,701.31,1007.23,card_payment,desktop,0,2,39,2026-01-01 07:31:55,0
268,25,Russia,Russia,low,3268,105968.96,454.36,683.86,online_transfer,mobile,3,7,44,2026-01-01 16:13:13,0
269,36,Germany,Unknown,low,3471,15771.84,3170.02,37759.15,card_payment,mobile,0,4,38,2026-01-01 00:39:13,0
270,44,Russia,Russia,medium,3002,25659.86,2279.82,1558.81,card_payment,mobile,0,4,29,2026-01-01 20:14:47,0
271,33,Russia,Russia,low,1673,6008.25,849.41,24588.3,card_payment,pos_terminal,0,2,3,2026-01-01 04:09:31,0
272,67,Russia,UAE,medium,3624,62689.42,1419.0,1126.21,card_payment,mobile,1,6,20,2026-01-01 20:41:37,0
273,18,Russia,Russia,low,1382,23049.74,1632.94,691.65,online_transfer,desktop,0,3,9,2026-01-01 00:15:29,0
274,30,Turkey,Russia,high,1951,183626.73,2900.4,787.21,card_payment,atm,1,5,36,2026-01-01 03:02:19,0
275,39,Russia,Russia,high,180,7151.47,774.6,1386.95,card_payment,desktop,1,6,41,2026-01-01 15:23:23,0
276,20,Turkey,Russia,low,2225,31650.02,739.24,4163.67,bill_payment,desktop,0,4,40,2026-01-01 05:45:07,0
277,43,Turkey,Turkey,medium,2596,107755.12,1669.1,1576.9,card_payment,desktop,0,4,12,2026-01-01 04:35:23,0
278,49,Russia,Russia,low,3591,23864.76,717.61,410.35,card_payment,mobile,0,0,22,2026-01-01 12:10:35,0
279,26,Russia,China,medium,2924,40397.96,1077.44,1096.66,cash_withdrawal,mobile,0,1,40,2026-01-01 15:05:03,0
280,37,Kazakhstan,UAE,medium,1404,21375.84,685.92,579.83,bill_payment,mobile,0,2,53,2026-01-01 18:36:06,0
281,54,Russia,China,low,2133,12003.29,1462.47,726.94,card_payment,desktop,0,4,21,2026-01-01 23:47:10,0
282,35,Russia,Russia,medium,1052,22128.78,1419.54,1909.55,card_payment,pos_terminal,0,2,3,2026-01-01 01:16:20,0
283,74,UAE,Germany,low,3327,149952.25,539.87,610.57,card_payment,mobile,0,9,54,2026-01-01 18:33:48,0
284,69,Russia,Germany,low,1215,144067.0,1836.6,8234.27,card_payment,mobile,0,2,20,2026-01-01 01:31:43,1
285,28,Russia,Russia,medium,3268,25842.21,1126.49,5008.94,card_payment,desktop,0,4,30,2026-01-01 23:28:19,0
286,41,Russia,Kazakhstan,low,3139,64004.5,1519.37,388.5,card_payment,mobile,1,3,33,2026-01-01 19:55:07,0
287,33,Russia,China,medium,3148,29882.21,1274.38,1208.43,card_payment,pos_terminal,0,4,9,2026-01-01 06:02:28,0
288,29,China,Germany,low,733,56238.76,746.96,363.51,card_payment,atm,0,1,50,2026-01-01 11:55:10,0
289,52,Turkey,UAE,medium,293,33391.31,234.75,130.74,card_payment,mobile,1,4,28,2026-01-01 02:10:22,0
290,62,Russia,Turkey,low,1273,81971.03,666.03,1765.27,online_transfer,mobile,0,3,58,2026-01-01 14:52:59,0
291,27,Russia,Unknown,low,35,39537.4,3427.29,1941.35,card_payment,desktop,1,5,54,2026-01-01 09:00:50,0
292,44,Russia,China,low,3315,29725.16,1139.72,1415.89,card_payment,pos_terminal,1,1,12,2026-01-01 22:02:00,0
293,28,Russia,Kazakhstan,low,2393,9718.2,8930.54,4710.7,card_payment,pos_terminal,0,5,50,2026-01-01 01:16:04,0
294,49,Germany,Russia,low,2114,125636.0,796.53,492.12,card_payment,mobile,1,2,9,2026-01-01 22:12:44,0
295,56,Russia,China,high,2301,26392.22,3681.55,2455.88,cash_withdrawal,mobile,1,2,41,2026-01-01 15:07:29,0
296,41,Russia,China,low,2726,60550.3,1824.79,436.09,bill_payment,desktop,0,5,34,2026-01-01 20:02:47,0
297,24,Russia,Russia,medium,764,32394.24,1690.71,2914.06,card_payment,desktop,0,5,15,2026-01-01 14:21:20,0
298,27,Russia,Turkey,low,3040,51751.84,3074.67,1911.81,card_payment,mobile,2,3,53,2026-01-01 08:55:18,0
299,25,Russia,Russia,medium,1546,24785.62,810.26,818.33,online_transfer,pos_terminal,0,3,28,2026-01-01 19:09:07,0
300,33,Russia,Turkey,low,1448,52824.69,796.58,665.4,card_payment,pos_terminal,0,0,17,2026-01-01 10:40:26,0
301,45,Russia,Russia,low,2447,51755.5,344.02,473.78,bill_payment,mobile,0,3,42,2026-01-01 15:09:45,0
302,58,Russia,Russia,low,386,11573.03,1913.67,15466.86,card_payment,desktop,0,0,34,2026-01-01 01:26:18,0
303,27,Russia,Russia,low,1324,38406.12,2652.02,1453.47,cash_withdrawal,mobile,2,5,26,2026-01-01 13:26:05,0
304,49,Russia,Unknown,medium,3089,12410.14,1498.79,659.34,card_payment,mobile,1,1,46,2026-01-01 21:46:37,0
305,52,Russia,Germany,low,299,6725.62,676.22,895.23,card_payment,pos_terminal,0,3,16,2026-01-01 16:03:01,0
306,62,Turkey,Turkey,low,788,17238.42,1999.62,3297.58,card_payment,mobile,0,4,24,2026-01-01 19:05:45,0
307,31,Russia,Russia,low,2071,27868.89,1328.19,315.53,online_transfer,mobile,0,6,13,2026-01-01 03:12:49,0
308,33,China,Russia,low,3514,45152.48,1439.49,266.51,cash_withdrawal,mobile,0,5,40,2026-01-01 07:30:06,0
309,21,Turkey,Russia,high,1968,52939.67,746.01,751.25,bill_payment,mobile,0,3,19,2026-01-01 07:36:20,0
310,37,China,Russia,high,2589,58692.28,893.44,989.55,card_payment,mobile,0,2,40,2026-01-01 03:35:46,0
311,69,Russia,Russia,low,2815,13086.1,805.33,1171.25,online_transfer,atm,0,2,14,2026-01-01 06:37:31,0
312,31,Germany,Russia,low,1697,20271.94,1354.64,604.07,card_payment,mobile,0,4,25,2026-01-01 11:53:04,0
313,66,UAE,Kazakhstan,low,318,63555.93,1889.39,12689.42,online_transfer,pos_terminal,1,3,18,2026-01-01 00:33:38,0
314,51,Russia,Russia,high,2008,28398.28,934.06,361.48,card_payment,desktop,0,5,31,2026-01-01 02:18:34,0
315,30,Turkey,Russia,medium,463,14156.9,854.11,1692.81,online_transfer,atm,0,3,58,2026-01-01 00:12:05,0
316,41,Russia,Turkey,low,1911,41262.48,542.58,795.27,cash_withdrawal,desktop,0,5,34,2026-01-01 17:19:01,0
317,60,Kazakhstan,Russia,low,1601,7121.68,4993.6,6120.3,bill_payment,atm,0,2,2,2026-01-01 21:09:24,0
318,56,Russia,Unknown,low,2339,26365.34,574.15,263.61,online_transfer,mobile,1,3,1,2026-01-01 03:09:28,0
319,52,China,Turkey,medium,3083,13731.78,7665.84,11456.22,card_payment,desktop,0,4,35,2026-01-01 11:36:47,0
320,73,Russia,Kazakhstan,low,1989,59004.09,861.27,575.39,cash_withdrawal,mobile,0,4,49,2026-01-01 07:34:23,0
321,37,Russia,Kazakhstan,low,2922,21559.33,987.29,998.95,crypto_transfer,atm,1,4,59,2026-01-01 09:01:55,0
322,36,UAE,Russia,low,1759,12262.17,2239.78,5521.96,card_payment,mobile,0,2,51,2026-01-01 04:23:40,0
323,67,Kazakhstan,China,low,1711,71160.23,989.69,1199.35,bill_payment,mobile,0,0,39,2026-01-01 11:26:31,0
324,65,China,Kazakhstan,low,780,14644.22,2184.56,2282.57,crypto_transfer,atm,0,1,43,2026-01-01 21:51:09,0
325,59,Russia,Unknown,low,1134,28683.74,1020.95,5176.99,card_payment,mobile,1,3,1,2026-01-01 01:30:08,0
326,69,Kazakhstan,Unknown,low,783,17794.89,5056.96,12103.52,cash_withdrawal,mobile,0,1,14,2026-01-01 18:44:16,1
327,67,Kazakhstan,Turkey,low,1711,71160.23,989.69,197.19,online_transfer,desktop,0,3,48,2026-01-01 00:30:01,0
328,54,Russia,Russia,high,2774,24485.96,579.64,202.41,cash_withdrawal,mobile,0,4,13,2026-01-01 03:03:04,0
329,70,Russia,UAE,low,2847,6156.09,2440.32,5795.99,card_payment,desktop,1,2,53,2026-01-01 19:28:06,0
330,71,Kazakhstan,Russia,low,876,159002.44,493.35,272.48,card_payment,mobile,1,3,27,2026-01-01 23:39:56,0
331,67,Russia,Kazakhstan,low,1215,37849.01,5655.98,2155.33,card_payment,mobile,0,4,38,2026-01-01 17:19:59,0
332,49,Russia,Russia,low,3417,11177.79,1471.11,784.18,online_transfer,mobile,0,4,17,2026-01-01 05:40:57,0
333,22,China,Turkey,low,983,16328.42,3832.86,28519.38,bill_payment,desktop,0,0,21,2026-01-01 13:22:54,0
334,49,Kazakhstan,China,medium,39,58116.88,1435.86,6612.26,online_transfer,pos_terminal,0,4,43,2026-01-01 01:25:35,1
335,56,China,Kazakhstan,low,804,49870.83,429.93,502.22,card_payment,atm,1,2,40,2026-01-01 20:43:34,0
336,21,Kazakhstan,Russia,low,1762,18285.85,253.43,424.78,bill_payment,mobile,1,3,50,2026-01-01 05:48:02,0
337,68,Turkey,Germany,low,1803,149077.28,1942.01,2617.59,card_payment,mobile,0,2,16,2026-01-01 02:48:38,0
338,66,Turkey,Russia,low,2561,99943.05,4097.69,974.46,bill_payment,atm,1,3,13,2026-01-01 14:46:13,0
339,45,Russia,China,low,2377,41879.39,969.82,1567.57,cash_withdrawal,pos_terminal,0,2,5,2026-01-01 17:58:26,0
340,46,Russia,Russia,medium,3586,83534.84,1280.98,6071.54,online_transfer,mobile,0,6,33,2026-01-01 22:42:21,0
341,58,Turkey,China,low,748,22914.18,2154.06,801.93,online_transfer,mobile,1,1,23,2026-01-01 11:35:01,0
342,31,UAE,Kazakhstan,high,3543,12823.36,1438.28,6687.3,card_payment,desktop,1,0,5,2026-01-01 07:44:24,1
343,42,Turkey,China,high,2772,28852.26,2453.76,2589.0,online_transfer,mobile,0,1,23,2026-01-01 22:47:06,1
344,40,Russia,Kazakhstan,medium,3262,75823.15,1838.03,8645.41,card_payment,mobile,0,2,40,2026-01-01 19:39:16,0
345,28,Russia,China,medium,3268,25842.21,1126.49,364.7,online_transfer,mobile,0,2,39,2026-01-01 00:30:48,0
346,58,Germany,UAE,low,1939,46154.35,744.75,698.49,card_payment,mobile,0,2,24,2026-01-01 09:20:06,0
347,35,Russia,Russia,low,3634,109979.92,1439.21,210.1,online_transfer,atm,0,5,50,2026-01-01 23:05:29,0
348,35,Kazakhstan,Russia,low,1305,49795.32,1341.52,1005.36,crypto_transfer,atm,0,3,13,2026-01-01 16:12:27,0
349,25,Kazakhstan,Russia,low,1704,7321.25,490.11,259.98,card_payment,pos_terminal,0,1,3,2026-01-01 10:40:46,0
350,26,Russia,China,low,2747,12623.53,2740.76,5872.24,online_transfer,atm,2,3,27,2026-01-01 05:50:20,1
351,58,Russia,Unknown,low,1509,83321.39,473.6,1232.33,bill_payment,mobile,1,3,36,2026-01-01 23:23:24,0
352,70,Russia,Russia,low,2887,18707.89,818.44,2521.44,card_payment,desktop,0,5,28,2026-01-01 07:10:27,0
353,30,Russia,Unknown,low,3304,63981.27,1505.0,1913.35,cash_withdrawal,desktop,1,3,2,2026-01-01 14:10:30,0
354,37,Turkey,Russia,high,1825,5520.37,4665.89,4978.57,card_payment,mobile,0,1,54,2026-01-01 03:48:32,0
355,52,UAE,Russia,high,2385,38618.41,639.58,846.71,online_transfer,mobile,0,3,3,2026-01-01 17:02:23,0
356,64,Russia,Russia,low,713,19969.11,3040.62,2024.48,crypto_transfer,mobile,0,4,26,2026-01-01 06:49:30,0
357,71,Russia,Russia,high,3302,48169.23,1283.35,732.9,crypto_transfer,atm,0,4,28,2026-01-01 22:11:26,0
358,53,Russia,Unknown,medium,1296,25954.96,1416.49,8563.76,card_payment,mobile,0,6,35,2026-01-01 01:05:59,0
359,39,Russia,Russia,high,1391,44107.68,939.8,931.37,card_payment,mobile,0,2,29,2026-01-01 20:47:42,0
360,67,Russia,Unknown,high,2881,14415.25,720.41,3068.51,bill_payment,mobile,0,6,29,2026-01-01 14:15:08,0
361,54,Turkey,Turkey,medium,790,18968.34,713.15,1693.34,bill_payment,mobile,0,3,55,2026-01-01 18:57:53,0
362,46,Russia,Russia,low,190,17803.23,1022.21,3225.87,online_transfer,mobile,0,1,12,2026-01-01 05:23:46,0
363,37,Russia,Germany,low,1748,24201.26,1197.04,3071.95,card_payment,mobile,0,4,53,2026-01-01 05:29:07,0
364,32,Russia,Russia,high,1208,27123.57,878.45,4980.71,cash_withdrawal,desktop,0,0,32,2026-01-01 18:08:46,0
365,52,Russia,Turkey,low,835,27227.85,1419.47,465.88,card_payment,atm,1,4,33,2026-01-01 22:19:43,0
366,44,Russia,China,high,3045,26478.18,964.07,721.13,bill_payment,mobile,1,2,10,2026-01-01 14:26:46,1
367,28,Russia,UAE,high,3071,6926.65,1849.29,1232.88,card_payment,mobile,0,6,26,2026-01-01 16:09:41,0
368,66,China,Germany,low,821,47063.69,2378.89,3159.21,online_transfer,desktop,0,0,45,2026-01-01 04:23:44,1
369,37,Russia,Kazakhstan,low,1423,127571.86,5664.03,9169.49,card_payment,mobile,0,4,3,2026-01-01 21:06:15,0
370,59,Russia,Russia,medium,3111,45320.66,2680.7,2102.23,online_transfer,mobile,0,2,22,2026-01-01 20:48:20,0
371,71,Kazakhstan,Russia,low,3279,9777.34,1117.38,1373.28,cash_withdrawal,mobile,1,3,17,2026-01-01 03:38:08,0
372,27,Russia,UAE,low,1324,38406.12,2652.02,1819.97,online_transfer,pos_terminal,0,5,51,2026-01-01 11:20:00,0
373,42,China,UAE,low,1283,3921.4,1020.88,5010.34,cash_withdrawal,mobile,1,5,8,2026-01-01 19:36:09,0
374,69,Russia,Russia,low,2225,58949.98,1245.75,5847.46,cash_withdrawal,desktop,0,1,12,2026-01-01 23:19:34,0
375,41,Russia,Russia,low,961,27946.44,858.44,450.72,card_payment,atm,0,1,47,2026-01-01 02:11:06,0
376,70,Russia,China,low,2805,44453.36,1594.98,1788.64,online_transfer,atm,0,3,6,2026-01-01 16:30:49,0
377,30,Russia,Russia,low,942,54999.08,2037.28,1393.59,online_transfer,mobile,0,1,17,2026-01-01 01:24:30,0
378,47,Russia,Russia,medium,331,89570.0,278.13,308.35,card_payment,atm,1,5,35,2026-01-01 17:41:08,0
379,74,UAE,UAE,high,1451,35791.78,1544.34,10920.25,card_payment,atm,0,1,22,2026-01-01 00:16:55,0
380,47,China,Russia,low,239,30039.33,2399.97,1032.86,card_payment,pos_terminal,0,5,51,2026-01-01 18:31:02,0
381,58,UAE,Kazakhstan,medium,388,16024.47,2648.13,3775.63,card_payment,atm,0,4,57,2026-01-01 00:39:34,0
382,72,Russia,Germany,low,1159,21839.2,3184.42,6067.79,card_payment,mobile,0,3,10,2026-01-01 17:34:10,0
383,62,Germany,UAE,medium,1143,16043.19,1668.38,1573.55,bill_payment,mobile,1,6,47,2026-01-01 15:55:07,0
384,36,China,Russia,low,2437,44515.23,831.85,1195.28,online_transfer,mobile,0,1,29,2026-01-01 09:25:41,0
385,56,Russia,Kazakhstan,medium,584,55620.05,476.12,178.96,online_transfer,mobile,0,4,34,2026-01-01 03:41:17,0
386,34,Russia,Russia,high,115,66551.13,2906.48,3980.0,cash_withdrawal,mobile,1,4,45,2026-01-01 07:20:49,0
387,50,Germany,Russia,medium,1017,79538.17,1286.17,2664.55,cash_withdrawal,atm,0,1,18,2026-01-01 21:42:49,0
388,58,Russia,UAE,low,2761,19962.89,752.01,333.97,online_transfer,mobile,1,2,47,2026-01-01 12:41:00,0
389,66,Russia,Kazakhstan,high,1502,5907.97,1501.7,542.56,card_payment,pos_terminal,0,7,10,2026-01-01 16:25:04,0
390,60,Russia,Russia,low,2412,54461.63,2701.51,484.03,cash_withdrawal,mobile,0,1,30,2026-01-01 02:12:08,0
391,39,China,Russia,low,696,68800.46,1760.33,1458.43,card_payment,desktop,1,4,59,2026-01-01 20:27:19,0
392,37,Russia,China,low,3047,72654.24,821.57,625.37,cash_withdrawal,mobile,0,6,46,2026-01-01 01:45:38,0
393,63,Kazakhstan,Germany,low,1330,21291.34,1306.93,3309.28,card_payment,pos_terminal,0,5,40,2026-01-01 10:33:55,0
394,49,Russia,Russia,low,3366,18288.4,1519.61,15011.28,online_transfer,desktop,1,1,8,2026-01-01 08:10:47,1
395,46,Turkey,China,low,475,19401.77,745.49,2098.13,cash_withdrawal,desktop,0,2,40,2026-01-01 07:12:59,0
396,32,Turkey,Turkey,low,368,9795.76,1664.58,3036.14,card_payment,pos_terminal,1,3,16,2026-01-01 14:23:10,0
397,57,Germany,Germany,low,2874,36732.41,675.34,379.72,card_payment,mobile,1,4,56,2026-01-01 03:12:21,0
398,60,Kazakhstan,Russia,low,1601,7121.68,4993.6,1643.06,online_transfer,mobile,0,5,11,2026-01-01 08:54:59,0
399,38,Russia,UAE,high,1762,6154.02,286.09,225.33,cash_withdrawal,pos_terminal,0,4,58,2026-01-01 23:39:34,0
400,48,Turkey,Russia,low,545,111624.27,267.46,269.04,cash_withdrawal,pos_terminal,1,3,12,2026-01-01 18:36:58,0
401,20,Kazakhstan,Turkey,high,902,16242.18,1066.13,7707.32,bill_payment,mobile,0,6,32,2026-01-01 11:06:18,0
402,62,Russia,Turkey,low,2581,24246.86,2255.69,2068.34,card_payment,desktop,2,5,50,2026-01-01 04:44:39,0
403,58,Russia,Kazakhstan,medium,2407,25897.37,995.67,320.28,card_payment,desktop,0,2,9,2026-01-01 09:58:48,0
404,61,Turkey,Russia,low,1770,69572.58,2315.59,688.51,cash_withdrawal,pos_terminal,0,1,23,2026-01-01 03:01:13,0
405,64,Russia,Russia,low,3000,65842.83,2571.3,4918.77,card_payment,mobile,1,6,14,2026-01-01 00:05:41,0
406,56,Germany,UAE,low,1527,47000.44,1027.61,260.61,online_transfer,atm,1,2,12,2026-01-01 04:09:04,0
407,36,Turkey,Russia,low,2094,14556.17,342.7,557.22,online_transfer,mobile,0,3,40,2026-01-01 23:07:48,0
408,53,Russia,Russia,low,222,35543.85,2631.58,4098.98,crypto_transfer,desktop,0,2,24,2026-01-01 10:35:39,0
409,41,Germany,Russia,medium,3183,14614.72,1496.17,3131.84,card_payment,mobile,1,4,14,2026-01-01 05:06:10,0
410,70,Turkey,Turkey,medium,1041,47913.52,1654.7,412.78,card_payment,mobile,1,2,58,2026-01-01 22:58:42,0
411,30,China,Unknown,low,283,20974.77,940.82,3092.23,cash_withdrawal,desktop,0,3,44,2026-01-01 05:26:11,0
412,23,Russia,UAE,low,286,40381.33,950.8,989.98,card_payment,mobile,1,3,6,2026-01-01 06:34:32,0
413,69,Kazakhstan,Unknown,low,2210,24386.82,3934.1,984.95,online_transfer,pos_terminal,1,2,42,2026-01-01 01:19:39,0
414,29,Russia,Russia,low,765,18975.99,1015.67,1869.47,cash_withdrawal,desktop,0,2,27,2026-01-01 11:25:55,0
415,36,Russia,Kazakhstan,low,2924,20320.06,787.0,1595.19,card_payment,atm,0,2,55,2026-01-01 15:58:36,0
416,32,Russia,UAE,high,2224,14726.29,369.83,699.9,card_payment,mobile,0,7,58,2026-01-01 14:16:27,0
417,68,Kazakhstan,Unknown,low,3461,7701.7,3540.65,22427.52,card_payment,mobile,0,5,17,2026-01-01 11:17:46,0
418,68,Russia,Unknown,low,2420,23283.76,639.35,1145.87,card_payment,mobile,0,3,12,2026-01-01 14:21:21,0
419,35,Russia,Turkey,low,79,13070.03,1240.28,2525.24,online_transfer,atm,1,4,9,2026-01-01 19:33:39,0
420,74,Russia,Russia,low,747,18356.58,3468.34,5634.69,card_payment,mobile,0,0,42,2026-01-01 21:48:34,0
421,39,Russia,UAE,low,2545,80150.97,1611.59,4677.04,card_payment,mobile,1,4,56,2026-01-01 03:26:43,0
422,60,Russia,Russia,low,470,14922.68,565.22,426.12,online_transfer,atm,0,3,23,2026-01-01 03:28:00,0
423,19,Russia,Russia,high,1301,17514.19,901.73,425.67,bill_payment,atm,1,1,45,2026-01-01 16:14:59,0
424,29,Russia,Kazakhstan,low,374,69969.67,1764.66,863.98,bill_payment,desktop,0,7,44,2026-01-01 11:52:12,0
425,40,Russia,UAE,low,864,95774.98,1241.78,2682.58,bill_payment,mobile,0,3,41,2026-01-01 22:48:40,0
